breadcrumbs,name,brand,listing_price,offer_price,discount,image,id,size,product_description,url
"Men,Designers,Manolo Blahnik,Shoes,Loafers",,Ellis suede penny loafers, , ,30% off,"https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/71/P00894033.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/71/P00894033_b1.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/71/P00894033_b2.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/71/P00894033_d1.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/71/P00894033_d2.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/71/P00894033_d3.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/71/P00894033_d4.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/71/P00894033.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/71/P00894033_b1.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/71/P00894033_b2.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/71/P00894033_d1.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/71/P00894033_d2.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/71/P00894033_d3.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/71/P00894033_d4.jpg",Item number: P00894033,,"Upper: leather,Lining: leather,Sole: leather insole, rubber sole,Toe shape: round toe,Made in Italy,Includes: dust bag, shoe box,Designer color name: 2079 Dbrw,Item number: P00894033,Fits slightly large to size - we recommend trying a half size smaller,UK sizes,Consult our ",https://www.mytheresa.com/int/en/men/manolo-blahnik-ellis-suede-penny-loafers-pink-p00894033
"Men,Shoes",,, , ,30% off,,,,,https://www.mytheresa.com/int/en/men/shoes/loafers
"Men,Shoes",,, , ,50% off,,,,,https://www.mytheresa.com/int/en/men/shoes/formal-shoes
"Men,Shoes,Formal shoes",,, , ,50% off,,,,,https://www.mytheresa.com/int/en/men/shoes/formal-shoes/loafers
"Men,Designers,Kenzo,Shoes,Sneakers,Low-Top",,x Asics sneakers, , ,40% off,"https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/a9/P00860760.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/a9/P00860760_b1.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/a9/P00860760_b2.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/a9/P00860760_d1.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/a9/P00860760_d2.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/a9/P00860760_d3.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/a9/P00860760_d4.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/a9/P00860760.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/a9/P00860760_b1.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/a9/P00860760_b2.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/a9/P00860760_d1.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/a9/P00860760_d2.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/a9/P00860760_d3.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/a9/P00860760_d4.jpg",Closure: lace-up,,"Upper: fabric,Lining: fabric,Sole: fabric insole, rubber sole,Toe shape: round toe,Made in Cambodia,Includes: shoe box,Designer color name: Off White,Closure: lace-up,Item number: P00860760,Fits slightly small to size - we recommend trying a half size larger,US sizes,Consult our ",https://www.mytheresa.com/int/en/men/kenzo-x-asics-sneakers-white-p00860760
"Men,Designers,Tom Ford,Shoes,Loafers",,Neal velvet loafers, , ,30% off,"https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/e6/P00885623.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/e6/P00885623_b1.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/e6/P00885623_b2.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/e6/P00885623_d1.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/e6/P00885623_d2.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/e6/P00885623_d3.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/e6/P00885623_d4.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/e6/P00885623.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/e6/P00885623_b1.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/e6/P00885623_b2.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/e6/P00885623_d1.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/e6/P00885623_d2.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/e6/P00885623_d3.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/e6/P00885623_d4.jpg",,,"Upper: fabric,Lining: fabric,Sole: fabric insole, rubber sole,Toe shape: round toe,Made in Italy,Includes: dust bags, shoe box,Item number: P00885623,Fits large to size - we recommend trying one size smaller,UK sizes,Consult our ",https://www.mytheresa.com/int/en/men/tom-ford-neal-velvet-loafers-black-p00885623
"Men,Designers,Manolo Blahnik,Shoes,Loafers",,Perry suede penny loafers, , ,30% off,"https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/9f/P00894026.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/9f/P00894026_b1.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/9f/P00894026_b2.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/9f/P00894026_d1.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/9f/P00894026_d2.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/9f/P00894026_d3.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/9f/P00894026_d4.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/9f/P00894026.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/9f/P00894026_b1.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/9f/P00894026_b2.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/9f/P00894026_d1.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/9f/P00894026_d2.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/9f/P00894026_d3.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/9f/P00894026_d4.jpg",Item number: P00894026,,"Upper: calf leather,Lining: leather,Sole: leather insole and sole,Toe shape: round toe,Made in Italy,Includes: dust bag, shoe box,Designer color name: 7040 Dyel,Item number: P00894026,True to size,Half sizes please take the next size up,UK sizes,Consult our ",https://www.mytheresa.com/int/en/men/manolo-blahnik-perry-suede-penny-loafers-yellow-p00894026
"Men,Designers,Ami Paris,Shoes,Formal shoes,Derby",,Anatomical leather Derby shoes, , ,60% off,"https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/5a/P00914224.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/5a/P00914224_b1.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/5a/P00914224_b2.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/5a/P00914224_d1.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/5a/P00914224_d2.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/5a/P00914224_d3.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/5a/P00914224_d4.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/5a/P00914224.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/5a/P00914224_b1.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/5a/P00914224_b2.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/5a/P00914224_d1.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/5a/P00914224_d2.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/5a/P00914224_d3.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/5a/P00914224_d4.jpg",Item number: P00914224,,"Upper: leather,Lining: leather,Sole: leather insole and sole,Toe shape: round toe,Made in Portugal,Includes: shoe box, dust bag,Closure: lace-up,Item number: P00914224,True to size,Half sizes please take the next size down,European sizes,Consult our ",https://www.mytheresa.com/int/en/men/ami-paris-anatomical-leather-derby-shoes-black-p00914224
"Men,Designers,Acne Studios,Shoes,Sneakers,Designer sneakers",,Leather low-top sneakers, , ,40% off,"https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/2a/P00882165.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/2a/P00882165_b1.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/2a/P00882165_b2.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/2a/P00882165_d1.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/2a/P00882165_d2.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/2a/P00882165_d3.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/2a/P00882165_d4.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/2a/P00882165.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/2a/P00882165_b1.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/2a/P00882165_b2.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/2a/P00882165_d1.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/2a/P00882165_d2.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/2a/P00882165_d3.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/2a/P00882165_d4.jpg",Closure: lace-up,,"Upper: leather,Lining: fabric,Sole: fabric insole, rubber sole,Toe shape: round toe,Made in Italy,Includes: dust bags, shoe box,Designer color name: Grey/Blue,Closure: lace-up,Item number: P00882165,True to size,Half sizes please take the next size down,European sizes,Consult our ",https://www.mytheresa.com/int/en/men/acne-studios-leather-low-top-sneakers-multicoloured-p00882165
"Men,Designers,Visvim,Shoes,Sneakers,Designer sneakers",,Skynyrd Ring leather sneakers, , ,50% off,"https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/92/P00907971.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/92/P00907971_b1.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/92/P00907971_b2.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/92/P00907971_d1.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/92/P00907971_d2.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/92/P00907971_d3.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/92/P00907971_d4.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/92/P00907971.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/92/P00907971_b1.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/92/P00907971_b2.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/92/P00907971_d1.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/92/P00907971_d2.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/92/P00907971_d3.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/92/P00907971_d4.jpg",Closure: buckle fastening,,"Upper: leather,Lining: leather,Sole: leather insole, rubber sole,Toe shape: square toe,Made in Italy,Includes: shoe box, dust bag,Designer color name: Sand,Closure: buckle fastening,Item number: P00907971,Fits large to size - we recommend trying one size smaller,US sizes,Consult our ",https://www.mytheresa.com/int/en/men/visvim-skynyrd-ring-leather-sneakers-beige-p00907971
"Men,Designers,Tom Ford,Shoes,Espadrilles",,Barnes leather espadrilles, , ,40% off,"https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/25/P00885379.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/25/P00885379_b1.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/25/P00885379_b2.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/25/P00885379_d1.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/25/P00885379_d2.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/25/P00885379_d3.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/25/P00885379_d4.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/25/P00885379.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/25/P00885379_b1.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/25/P00885379_b2.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/25/P00885379_d1.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/25/P00885379_d2.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/25/P00885379_d3.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/25/P00885379_d4.jpg",Trim: jute,,"Upper: leather,Lining: leather,Sole: jute insole, rubber sole,Toe shape: square toe,Made in Spain,Includes: dust bags, shoe box,Designer color name: Olive + Ecru',Trim: jute,Item number: P00885379,True to size,Half sizes please take the next size up,UK sizes,Consult our ",https://www.mytheresa.com/int/en/men/tom-ford-barnes-leather-espadrilles-green-p00885379
"Men,Designers,Brunello Cucinelli,Shoes,Sneakers,Designer sneakers",,Leather sneakers, , ,30% off,"https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/79/P00895775.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/79/P00895775_b1.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/79/P00895775_b2.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/79/P00895775_d1.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/79/P00895775_d2.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/79/P00895775_d3.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/79/P00895775_d4.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/79/P00895775.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/79/P00895775_b1.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/79/P00895775_b2.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/79/P00895775_d1.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/79/P00895775_d2.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/79/P00895775_d3.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/79/P00895775_d4.jpg",Closure: lace-up,,"Upper: leather,Lining: leather,Sole: leather insole, rubber sole,Toe shape: round toe,Made in Italy,Includes: shoe box, dust bag,Designer color name: Panama,Closure: lace-up,Item number: P00895775,True to size,Half sizes please take the next size up,European sizes,Consult our ",https://www.mytheresa.com/int/en/men/brunello-cucinelli-leather-sneakers-white-p00895775
"Men,Designers,Kenzo,Shoes,Sneakers,Designer sneakers",,PXT leather sneakers, , ,60% off,"https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/57/P00882307.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/57/P00882307_b1.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/57/P00882307_b2.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/57/P00882307_d1.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/57/P00882307_d2.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/57/P00882307_d3.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/57/P00882307_d4.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/57/P00882307.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/57/P00882307_b1.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/57/P00882307_b2.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/57/P00882307_d1.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/57/P00882307_d2.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/57/P00882307_d3.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/57/P00882307_d4.jpg",Closure: lace-up,,"Upper: leather,Lining: fabric,Sole: fabric insole, rubber sole,Toe shape: round toe,Made in Vietnam,Includes: shoe box, dust bag,Designer color name: Dark Khaki,Closure: lace-up,Item number: P00882307,True to size,Half sizes please take the next size down,European sizes,Consult our ",https://www.mytheresa.com/int/en/men/kenzo-pxt-leather-sneakers-green-p00882307
"Men,Designers,Thom Browne,Shoes,Slippers",,Leather penny loafer mules, , ,50% off,"https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ea/P00912406.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ea/P00912406_b1.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ea/P00912406_b2.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ea/P00912406_d1.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ea/P00912406_d2.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ea/P00912406_d3.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ea/P00912406_d4.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ea/P00912406.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ea/P00912406_b1.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ea/P00912406_b2.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ea/P00912406_d1.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ea/P00912406_d2.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ea/P00912406_d3.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ea/P00912406_d4.jpg",,,"Upper: leather,Lining: leather,Sole: leather insole and sole,Toe shape: round toe,Made in Italy,Includes: dust bags, shoe box,Item number: P00912406,True to size,Half sizes please take the next size up,US sizes,Consult our ",https://www.mytheresa.com/int/en/men/thom-browne-leather-penny-loafer-mules-black-p00912406
"Men,Designers,Kenzo,Shoes,Sneakers,Designer sneakers",,Dome suede sneakers, , ,60% off,"https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/6e/P00882274.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/6e/P00882274_b1.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/6e/P00882274_b2.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/6e/P00882274_d1.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/6e/P00882274_d2.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/6e/P00882274_d3.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/6e/P00882274_d4.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/6e/P00882274.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/6e/P00882274_b1.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/6e/P00882274_b2.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/6e/P00882274_d1.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/6e/P00882274_d2.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/6e/P00882274_d3.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/6e/P00882274_d4.jpg",Closure: lace-up,,"Upper: suede,Lining: fabric,Sole: fabric insole, rubber sole,Toe shape: round toe,Made in Vietnam,Includes: shoe box, dust bag, extra laces,Designer color name: Midnight Blue,Closure: lace-up,Item number: P00882274,True to size,Half sizes please take the next size up,European sizes,Consult our ",https://www.mytheresa.com/int/en/men/kenzo-dome-suede-sneakers-blue-p00882274
"Men,Designers,Kenzo,Shoes,Sneakers,Designer sneakers",,Dome leather sneakers, , ,40% off,"https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/75/P00882269.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/75/P00882269_b1.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/75/P00882269_b2.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/75/P00882269_d1.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/75/P00882269_d2.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/75/P00882269_d3.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/75/P00882269_d4.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/75/P00882269.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/75/P00882269_b1.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/75/P00882269_b2.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/75/P00882269_d1.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/75/P00882269_d2.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/75/P00882269_d3.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/75/P00882269_d4.jpg",Closure: lace-up,,"Upper: leather,Lining: fabric,Sole: fabric insole, rubber sole,Toe shape: round toe,Made in Vietnam,Includes: shoe box, dust bag, extra laces,Designer color name: Off White,Closure: lace-up,Item number: P00882269,True to size,Half sizes please take the next size up,European sizes,Consult our ",https://www.mytheresa.com/int/en/men/kenzo-dome-leather-sneakers-white-p00882269
"Men,Designers,Kenzo,Shoes,Sneakers,Low-Top",,Dome leather sneakers, , ,60% off,"https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/0e/P00882270.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/0e/P00882270_b1.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/0e/P00882270_b2.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/0e/P00882270_d1.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/0e/P00882270_d2.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/0e/P00882270_d3.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/0e/P00882270_d4.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/0e/P00882270.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/0e/P00882270_b1.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/0e/P00882270_b2.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/0e/P00882270_d1.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/0e/P00882270_d2.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/0e/P00882270_d3.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/0e/P00882270_d4.jpg",Item number: P00882270,,"Upper: leather,Lining: fabric,Sole: fabric insole, rubber sole,Toe shape: round toe,Made in Vietnam,Includes: shoe box, dust bag, extra laces,Closure: lace-up,Item number: P00882270,True to size,Half sizes please take the next size up,European sizes,Consult our ",https://www.mytheresa.com/int/en/men/kenzo-dome-leather-sneakers-black-p00882270
"Men,Designers,Manolo Blahnik,Shoes,Boots,Chelsea boots",,Brompton suede Chelsea boots, , ,30% off,"https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c8/P00894042.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c8/P00894042_b1.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c8/P00894042_b2.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c8/P00894042_d1.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c8/P00894042_d2.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c8/P00894042_d3.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c8/P00894042_d4.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c8/P00894042.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c8/P00894042_b1.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c8/P00894042_b2.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c8/P00894042_d1.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c8/P00894042_d2.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c8/P00894042_d3.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c8/P00894042_d4.jpg",Item number: P00894042,,"Upper: suede,Lining: leather,Sole: leather insole, rubber sole,Toe shape: almond toe,Made in Italy,Includes: shoe box, dust bag,Designer color name: 2023 Dbrw,Item number: P00894042,True to size,Half sizes please take the next size up,UK sizes,Consult our ",https://www.mytheresa.com/int/en/men/manolo-blahnik-brompton-suede-chelsea-boots-brown-p00894042
